c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
B,G,R,P,W,R,G,Y,O,a
B,G,R,O,W,Y,O,R,B,a
B,R,O,R,W,G,P,G,Y,a
O,G,P,G,W,B,Y,R,R,a
B,R,O,Y,W,B,R,O,G,a
B,O,Y,R,W,R,G,G,P,a
G,B,G,P,W,R,Y,Y,R,a
B,P,O,Y,W,P,G,Y,R,a
G,B,Y,Y,W,R,P,P,R,a
B,O,P,R,W,G,P,Y,Y,a
B,B,G,O,W,Y,O,P,R,a
B,R,P,Y,W,B,G,O,R,a
O,B,Y,O,W,B,R,Y,P,a
B,B,P,Y,W,Y,O,O,R,a
G,P,R,Y,W,B,R,G,O,a
B,B,O,O,W,G,R,Y,R,a
B,O,P,Y,W,R,Y,G,P,a
B,B,Y,P,W,O,O,R,G,a
B,B,G,O,W,Y,P,R,Y,a
B,B,R,Y,W,R,O,G,O,a
P,B,R,G,W,O,Y,B,Y,a
G,R,R,Y,W,G,Y,B,P,a
G,G,Y,Y,W,B,R,R,P,a
B,P,O,Y,W,B,R,G,O,a
B,B,G,O,W,R,R,Y,O,a
B,B,P,Y,W,O,G,O,R,a
B,B,R,Y,W,G,O,P,Y,a
B,B,O,P,W,Y,Y,P,R,a
G,B,Y,P,W,R,Y,O,P,a
G,O,R,P,W,Y,P,B,Y,a
B,P,R,R,W,Y,Y,O,G,a
G,B,Y,Y,W,G,R,R,P,a
G,B,R,G,W,R,O,P,Y,a
G,B,R,R,W,O,P,G,Y,a
B,G,Y,O,W,B,P,R,O,a
B,B,G,P,W,R,O,O,Y,a
G,G,Y,P,W,R,R,B,O,a
B,G,B,O,W,R,Y,R,O,a
B,O,O,Y,W,R,G,P,B,a
P,B,R,P,W,G,Y,R,Y,a
B,B,G,R,W,O,P,Y,R,a
B,G,G,Y,W,R,R,O,P,a
G,B,Y,O,W,Y,P,P,R,a
B,G,O,Y,W,R,R,P,Y,a
B,B,R,O,W,P,Y,Y,O,a
B,B,P,Y,W,G,Y,O,R,a
G,G,Y,R,W,P,R,Y,P,a
B,B,Y,R,W,G,P,O,R,a
B,O,R,Y,W,Y,R,P,G,a
B,G,Y,R,W,O,B,R,O,a
G,P,P,Y,W,O,Y,B,R,a
B,B,O,G,W,P,R,Y,Y,a
G,R,P,R,W,B,Y,G,Y,a
B,B,P,R,W,Y,Y,O,O,a
G,B,O,R,W,O,Y,B,R,a
B,P,G,R,W,B,R,O,Y,a
G,P,O,Y,W,P,Y,B,R,a
B,O,R,Y,W,B,G,O,P,a
B,P,R,R,W,O,Y,Y,G,a
B,O,P,P,W,Y,Y,B,O,a
B,G,G,R,W,Y,R,B,O,a
B,P,Y,R,W,O,R,Y,G,a
G,P,O,R,W,Y,Y,B,R,a
B,B,Y,Y,W,R,G,O,P,a
O,O,P,P,W,B,Y,B,Y,a
G,B,R,P,W,Y,O,P,Y,a
B,R,P,Y,W,Y,G,G,R,a
B,B,P,Y,W,R,O,G,Y,a
G,P,P,R,W,G,R,Y,Y,a
B,R,R,Y,W,O,P,B,G,a
B,P,R,R,W,O,G,B,Y,a
B,P,P,R,W,Y,B,Y,O,a
B,O,R,Y,W,Y,G,P,P,a
B,P,Y,R,W,R,G,G,O,a
B,O,P,R,W,R,G,G,Y,a
G,G,Y,P,W,B,R,R,O,a
B,P,P,Y,W,R,Y,G,O,a
B,O,G,R,W,Y,G,P,R,a
B,Y,O,Y,W,P,R,G,P,a
B,O,O,P,W,B,G,R,Y,a
B,R,G,Y,W,P,Y,O,P,a
B,B,O,R,W,Y,R,G,P,a
G,Y,P,Y,W,B,R,P,R,a
B,O,Y,R,W,P,Y,B,P,a
B,O,G,R,W,Y,P,P,Y,a
O,B,P,R,W,R,Y,G,Y,a
B,B,P,Y,W,O,Y,R,P,a
B,P,G,Y,W,Y,P,R,R,a
B,R,R,Y,W,P,Y,G,G,a
G,B,O,Y,W,Y,R,P,R,a
B,G,Y,O,W,R,O,R,B,a
B,P,Y,R,W,G,R,B,O,a
B,R,R,Y,W,B,G,O,P,a
G,G,O,P,W,R,Y,B,R,a
B,P,P,R,W,Y,Y,O,G,a
B,B,G,O,W,O,Y,R,P,a
B,O,P,Y,W,B,G,R,R,a
G,R,Y,R,W,G,Y,P,P,a
B,B,P,Y,W,O,R,G,O,a
G,B,R,P,W,P,O,Y,Y,a
P,G,P,R,W,Y,R,B,Y,a
G,B,P,G,W,R,R,Y,Y,a
O,P,Y,Y,W,B,R,B,P,a
B,G,R,Y,W,P,O,R,G,a
B,G,B,G,W,R,O,R,O,a
G,P,R,R,W,B,Y,G,O,a
B,B,R,G,W,R,O,O,Y,a
B,R,R,Y,W,B,O,P,G,a
P,G,Y,Y,W,G,P,R,R,a
B,B,O,P,W,R,G,O,Y,a
B,P,R,Y,W,Y,O,G,P,a
P,G,R,O,W,B,Y,B,R,a
O,B,P,G,W,Y,Y,R,R,a
B,P,O,Y,W,R,P,G,Y,a
B,G,Y,R,W,R,Y,P,P,a
B,P,G,Y,W,O,Y,R,R,a
B,P,G,Y,W,Y,R,O,P,a
B,G,O,R,W,O,R,Y,B,a
B,O,G,P,W,Y,R,R,Y,a
B,B,R,P,W,P,O,Y,Y,a
B,B,G,Y,W,O,Y,P,R,a
B,G,O,R,W,R,G,B,Y,a
B,B,R,Y,W,G,O,P,O,a
B,B,Y,O,W,P,R,Y,O,a
B,B,Y,R,W,R,G,O,O,a
G,B,R,O,W,B,Y,R,O,a
O,R,Y,R,W,B,Y,G,P,a
B,G,G,Y,W,O,R,R,B,a
B,P,O,R,W,B,R,Y,G,a
G,G,Y,O,W,B,P,R,R,a
B,R,P,Y,W,B,G,O,Y,a
B,Y,P,Y,W,R,R,G,G,a
B,G,R,R,W,G,O,B,Y,a
G,G,Y,O,W,R,R,B,P,a
P,G,P,G,W,Y,Y,R,R,a
B,G,R,Y,W,Y,P,P,O,a
B,Y,O,Y,W,P,P,B,R,a
B,G,G,Y,W,R,P,R,Y,a
B,O,O,Y,W,R,B,P,G,a
G,B,P,P,W,O,R,Y,Y,a
B,P,G,Y,W,R,R,G,O,a
B,B,O,O,W,R,Y,P,G,a
B,B,O,G,W,P,R,Y,O,a
G,P,P,Y,W,O,R,B,Y,a
B,O,O,Y,W,R,R,B,G,a
B,G,O,Y,W,R,P,P,Y,a
G,P,R,R,W,Y,G,P,Y,a
B,P,O,Y,W,Y,B,R,G,a
B,G,R,Y,W,B,G,R,O,a
B,B,O,G,W,R,G,Y,R,a
B,R,B,R,W,Y,P,G,O,a
G,B,Y,R,W,B,O,O,R,a
B,G,P,Y,W,Y,B,R,O,a
B,B,Y,P,W,R,P,Y,O,a
B,G,Y,Y,W,B,R,P,O,a
O,G,P,R,W,G,Y,B,R,a
B,G,Y,P,W,R,G,R,O,a
P,B,Y,R,W,Y,P,G,R,a
G,B,Y,G,W,P,R,R,O,a
G,B,Y,R,W,Y,O,P,R,a
B,B,G,R,W,Y,P,O,R,a
B,P,B,Y,W,Y,G,O,R,a
B,B,Y,R,W,G,O,P,R,a
B,B,Y,O,W,G,O,R,P,a
B,B,Y,R,W,O,R,G,O,a
B,O,G,R,W,B,R,O,G,a
B,R,O,Y,W,P,Y,G,P,a
G,B,O,P,W,B,R,O,Y,a
O,B,P,O,W,G,R,B,Y,a
B,G,O,O,W,Y,B,R,R,a
B,B,G,R,W,G,Y,R,O,a
O,B,P,O,W,R,Y,B,Y,a
B,B,Y,O,W,Y,P,O,R,a
B,O,Y,R,W,P,G,B,O,a
B,B,O,R,W,G,O,Y,R,a
B,G,P,O,W,R,P,Y,Y,a
B,P,O,R,W,G,Y,B,O,a
G,P,R,R,W,P,G,Y,Y,a
B,B,O,P,W,R,Y,Y,G,a
B,G,P,Y,W,P,O,R,Y,a
B,R,O,Y,W,B,Y,P,P,a
B,B,R,O,W,P,O,Y,G,a
B,O,G,P,W,Y,Y,R,R,a
B,P,Y,Y,W,O,B,R,P,a
B,G,Y,Y,W,O,R,B,P,a
B,B,R,R,W,Y,G,P,O,a
B,O,R,P,W,Y,B,Y,G,a
B,R,Y,Y,W,P,O,G,P,a
G,O,P,R,W,G,R,B,Y,a
B,G,Y,Y,W,P,O,B,R,a
B,B,G,O,W,Y,G,R,R,a
B,G,O,P,W,Y,O,R,B,a
G,B,Y,P,W,O,G,R,R,a
B,O,G,O,W,B,R,Y,R,a
G,P,Y,R,W,O,Y,B,P,a
G,G,R,O,W,B,Y,R,P,a
G,B,R,Y,W,Y,R,O,P,a
B,B,Y,Y,W,O,R,P,O,a
B,R,P,Y,W,P,Y,B,O,a
B,O,O,Y,W,B,Y,R,P,a
B,R,G,Y,W,G,R,P,Y,a
G,B,Y,R,W,B,R,G,O,a
B,B,G,R,W,O,R,O,G,a
P,B,R,B,W,O,Y,G,Y,a
G,G,Y,R,W,Y,R,B,P,a
B,G,O,Y,W,O,R,B,R,a
G,O,P,P,W,R,Y,B,Y,a
G,B,O,Y,W,B,R,O,R,a
B,R,Y,Y,W,G,P,R,P,a
G,B,O,B,W,O,R,R,Y,a
B,P,G,P,W,R,Y,Y,O,a
B,B,Y,R,W,P,Y,O,O,a
B,P,O,R,W,B,R,G,Y,a
B,G,P,Y,W,R,O,G,R,a
O,G,P,R,W,B,R,Y,Y,a
B,G,G,R,W,Y,R,P,Y,a
G,B,P,R,W,R,Y,O,Y,a
G,B,R,O,W,B,O,P,Y,a
G,B,P,O,W,Y,R,B,R,a
B,P,G,R,W,G,R,Y,Y,a
B,G,Y,R,W,R,O,O,B,a
B,O,Y,P,W,B,O,R,Y,a
P,B,R,B,W,G,R,O,Y,a
B,G,R,O,W,B,R,Y,G,a
B,G,R,R,W,G,O,B,O,a
B,O,G,Y,W,P,Y,R,P,a
G,G,O,O,W,B,R,B,R,a
B,P,O,P,W,Y,Y,R,B,a
G,B,Y,G,W,R,P,O,R,a
B,P,R,Y,W,B,Y,O,G,a
G,B,Y,P,W,Y,R,R,G,a
O,O,P,Y,W,B,R,B,Y,a
B,B,O,Y,W,R,G,G,R,a
G,B,O,B,W,R,R,G,Y,a
B,B,G,O,W,Y,P,O,R,a
B,O,P,P,W,R,Y,Y,G,a
B,O,R,O,W,Y,Y,B,P,a
O,B,Y,Y,W,G,R,P,P,a
O,B,Y,O,W,G,P,B,R,a
B,R,B,R,W,Y,G,P,O,a
B,P,O,R,W,O,Y,B,Y,a
G,G,P,O,W,B,R,Y,R,a
B,G,P,O,W,R,Y,R,Y,a
B,R,G,R,W,P,Y,G,O,a
B,G,Y,R,W,R,P,P,Y,a
O,B,P,Y,W,P,R,B,Y,a
B,B,R,Y,W,P,Y,O,P,a
G,R,P,Y,W,P,Y,G,R,a
B,P,Y,R,W,G,R,Y,O,a
B,O,O,Y,W,P,Y,B,P,a
B,P,P,R,W,Y,Y,B,O,a
G,P,Y,Y,W,B,O,R,R,a
B,B,Y,G,W,R,O,O,P,a
O,B,P,B,W,P,Y,O,Y,a
B,R,R,Y,W,P,G,G,Y,a
O,G,P,R,W,B,Y,B,Y,a
O,B,R,G,W,P,Y,Y,P,a
B,O,Y,P,W,B,R,R,G,a
B,R,P,Y,W,O,P,G,Y,a
B,B,P,P,W,Y,O,R,Y,a
B,P,P,R,W,Y,G,O,Y,a
B,P,R,Y,W,G,Y,R,P,a
B,B,O,R,W,R,Y,O,G,a
P,B,R,Y,W,R,Y,G,P,a
G,B,R,Y,W,G,Y,P,R,a
B,O,Y,Y,W,P,P,B,R,a
G,R,P,Y,W,G,Y,B,R,a
B,O,R,Y,W,P,B,Y,G,a
G,B,R,O,W,R,Y,P,G,a
G,G,R,R,W,B,P,O,Y,a
B,G,O,R,W,B,Y,P,R,a
B,G,R,Y,W,O,O,B,R,a
B,B,Y,O,W,R,G,R,O,a
B,B,G,O,W,P,Y,Y,R,a
B,O,G,R,W,Y,R,G,P,a
G,R,R,Y,W,G,Y,P,P,a
B,B,R,P,W,Y,O,Y,O,a
B,B,G,R,W,Y,O,P,R,a
B,O,P,R,W,O,G,B,Y,a
B,G,G,R,W,Y,Y,P,R,a
B,O,O,R,W,G,B,Y,P,a
O,B,Y,Y,W,P,P,B,R,a
O,G,Y,P,W,B,P,R,Y,a
B,B,Y,O,W,Y,O,P,R,a
O,G,P,P,W,Y,R,B,Y,a
G,B,Y,P,W,R,P,O,Y,a
G,B,O,O,W,B,R,R,Y,a
B,P,G,Y,W,O,R,B,O,a
B,R,G,Y,W,G,R,P,O,a
B,R,G,Y,W,B,O,O,R,a
B,G,G,Y,W,R,R,Y,P,a
B,G,G,R,W,R,P,O,Y,a
G,G,R,Y,W,O,R,B,P,a
P,G,Y,R,W,R,P,G,Y,a
G,P,R,Y,W,B,R,Y,P,a
B,B,R,G,W,P,Y,Y,O,a
B,B,G,R,W,G,Y,O,R,a
B,B,G,R,W,G,R,O,Y,a
B,O,B,R,W,Y,P,P,Y,a
B,G,G,R,W,O,R,Y,B,a
B,B,R,G,W,Y,R,O,O,a
O,B,R,P,W,B,Y,Y,P,a
B,G,O,R,W,Y,R,G,P,a
B,B,O,G,W,R,Y,O,P,a
G,B,Y,O,W,B,R,O,P,a
G,O,R,R,W,Y,P,B,Y,a
B,B,R,G,W,R,G,Y,O,a
B,B,O,Y,W,G,R,R,O,a
O,R,R,Y,W,G,Y,B,P,a
B,P,P,Y,W,G,O,R,Y,a
G,P,R,R,W,G,O,B,Y,a
G,B,Y,G,W,Y,R,P,R,a
B,O,R,P,W,R,G,Y,Y,a
O,B,Y,O,W,B,Y,P,P,a
O,G,Y,P,W,Y,R,B,P,a
B,G,B,O,W,Y,R,R,G,a
B,G,G,R,W,Y,R,P,O,a
B,G,O,R,W,P,B,R,Y,a
B,B,G,G,W,O,Y,R,R,a
B,R,O,Y,W,B,G,G,R,a
O,P,Y,Y,W,G,P,B,R,a
B,B,O,Y,W,O,Y,R,P,a
B,B,O,R,W,G,R,G,Y,a
B,P,B,P,W,Y,O,R,Y,a
B,O,B,R,W,Y,G,P,O,a
B,P,G,R,W,G,R,Y,O,a
B,B,Y,R,W,G,O,O,P,a
B,B,Y,G,W,O,P,R,O,a
B,O,G,R,W,Y,P,G,R,a
B,G,Y,R,W,O,P,Y,R,a
B,R,P,Y,W,B,O,P,Y,a
B,B,Y,G,W,R,O,Y,P,a
B,B,R,O,W,R,Y,G,G,a
B,B,G,O,W,R,O,Y,R,a
B,G,R,R,W,O,B,Y,O,a
B,G,Y,Y,W,R,P,P,O,a
P,G,Y,P,W,R,R,B,Y,a
B,P,G,Y,W,O,R,Y,R,a
B,R,R,Y,W,P,O,B,G,a
B,G,G,R,W,R,O,O,B,a
P,B,P,G,W,O,Y,R,Y,a
B,O,Y,Y,W,R,P,B,P,a
G,G,R,O,W,R,P,B,Y,a
B,O,Y,P,W,R,G,Y,P,a
B,B,O,Y,W,Y,P,O,R,a
G,G,R,O,W,B,R,B,O,a
G,Y,R,Y,W,G,R,P,P,a
B,P,O,R,W,O,G,B,Y,a
B,R,P,Y,W,G,Y,O,P,a
B,B,R,Y,W,O,O,G,R,a
B,B,P,O,W,Y,R,R,G,a
B,B,R,Y,W,R,P,O,G,a
B,G,O,Y,W,R,P,O,B,a
B,B,Y,G,W,R,R,G,O,a
G,B,P,Y,W,R,R,G,Y,a
G,B,R,R,W,P,O,Y,Y,a
B,B,R,G,W,R,O,P,Y,a
B,B,Y,R,W,G,R,O,P,a
B,B,O,Y,W,P,G,O,R,a
B,B,P,Y,W,Y,O,P,R,a
G,B,O,O,W,B,Y,R,R,a
P,B,R,G,W,R,P,Y,Y,a
B,G,O,G,W,R,R,B,Y,a
B,Y,O,Y,W,G,R,P,P,a
B,B,O,R,W,R,G,O,Y,a
B,B,O,P,W,R,G,Y,Y,a
G,B,Y,Y,W,G,P,R,R,a
B,P,P,Y,W,R,G,O,Y,a
G,O,Y,R,W,G,P,B,R,a
B,O,G,Y,W,R,R,G,P,a
B,R,R,Y,W,P,G,G,O,a
B,P,G,Y,W,R,O,B,R,a
B,B,Y,G,W,Y,P,R,O,a
B,B,G,Y,W,O,R,G,R,a
B,B,P,P,W,O,O,Y,Y,a
P,B,Y,R,W,O,Y,G,P,a
B,G,O,R,W,O,B,R,Y,a
B,O,Y,Y,W,B,P,R,P,a
G,B,G,B,W,O,R,O,R,a
B,G,Y,R,W,P,O,R,G,a
O,B,R,Y,W,P,Y,G,P,a
B,O,Y,Y,W,P,O,B,P,a
G,B,R,Y,W,O,R,B,O,a
G,P,P,Y,W,R,Y,B,R,a
B,O,G,R,W,P,O,Y,B,a
G,G,Y,O,W,B,R,B,R,a
G,B,Y,G,W,B,R,R,O,a
B,R,G,Y,W,Y,R,P,G,a
B,O,P,Y,W,G,P,R,Y,a
B,B,Y,O,W,R,Y,O,P,a
B,B,R,Y,W,O,G,R,O,a
G,B,R,B,W,P,Y,O,R,a
B,O,B,R,W,Y,O,G,P,a
P,B,Y,R,W,G,P,Y,R,a
B,O,Y,R,W,B,R,O,G,a
B,G,P,R,W,O,B,Y,O,a
G,B,P,Y,W,O,Y,R,R,a
G,P,R,P,W,B,R,Y,Y,a
B,O,R,R,W,Y,P,G,G,a
G,B,R,G,W,B,Y,R,O,a
B,P,R,Y,W,Y,G,G,R,a
B,R,P,Y,W,R,Y,G,G,a
B,B,R,Y,W,P,O,O,Y,a
B,B,O,O,W,R,R,G,G,a
G,P,R,R,W,B,Y,Y,P,a
B,B,Y,P,W,Y,O,R,G,a
G,O,P,Y,W,B,R,Y,R,a
B,R,R,Y,W,G,Y,O,P,a
B,O,G,Y,W,Y,R,P,B,a
B,B,R,R,W,O,G,G,Y,a
B,O,G,Y,W,P,R,R,Y,a
B,O,Y,Y,W,P,R,B,P,a
P,B,Y,R,W,P,Y,G,R,a
B,B,O,R,W,O,R,G,Y,a
O,B,P,O,W,B,Y,G,R,a
B,B,G,R,W,G,R,O,O,a
B,O,Y,R,W,B,G,O,P,a
B,B,P,Y,W,O,O,G,R,a
P,B,P,G,W,Y,R,R,Y,a
O,G,R,Y,W,P,Y,B,P,a
P,B,R,O,W,B,Y,Y,P,a
G,B,Y,R,W,O,P,G,R,a
G,G,P,O,W,B,Y,R,R,a
G,B,P,O,W,R,R,G,Y,a
G,G,Y,R,W,B,P,O,R,a
O,B,P,Y,W,P,Y,G,R,a
B,O,P,Y,W,B,Y,O,P,a
B,B,G,Y,W,R,G,O,R,a
P,B,Y,Y,W,G,R,O,P,a
G,B,P,Y,W,R,Y,G,R,a
G,B,P,Y,W,O,R,B,R,a
B,B,P,R,W,G,Y,O,R,a
B,B,Y,P,W,O,P,R,Y,a
B,G,P,R,W,Y,O,B,Y,a
P,B,R,Y,W,O,Y,B,P,a
B,O,Y,P,W,R,P,Y,G,a
B,B,Y,O,W,R,P,O,Y,a
B,O,G,Y,W,R,O,P,B,a
B,O,P,P,W,R,G,Y,Y,a
B,G,O,R,W,P,O,B,Y,a
B,B,Y,R,W,G,P,Y,O,a
B,G,G,R,W,Y,R,O,B,a
B,B,O,R,W,O,Y,G,P,a
O,B,Y,G,W,Y,P,R,R,a
B,B,O,P,W,O,G,Y,R,a
G,G,R,Y,W,P,Y,R,P,a
B,O,R,P,W,Y,G,Y,B,a
P,B,R,Y,W,G,P,O,Y,a
B,G,O,Y,W,R,B,O,R,a
G,B,Y,P,W,O,Y,B,R,a
B,O,O,Y,W,P,G,R,B,a
O,B,Y,O,W,B,P,G,R,a
B,B,P,Y,W,O,Y,O,P,a
B,G,O,Y,W,P,Y,R,R,a
B,O,G,R,W,B,Y,O,R,a
P,B,P,R,W,Y,Y,G,R,a
B,G,O,G,W,Y,P,R,R,a
B,G,R,G,W,R,Y,Y,P,a
B,B,Y,R,W,G,O,G,R,a
O,B,R,R,W,G,Y,G,P,a
B,G,O,P,W,B,O,R,Y,a
B,P,O,Y,W,R,Y,B,G,a
B,B,P,O,W,O,R,Y,G,a
G,P,R,Y,W,B,G,R,Y,a
B,B,R,Y,W,O,Y,P,G,a
O,G,Y,R,W,B,Y,R,P,a
B,G,Y,R,W,P,R,Y,P,a
B,R,Y,Y,W,R,G,P,P,a
G,P,Y,Y,W,G,P,R,R,a
G,G,P,R,W,B,Y,O,R,a
G,P,Y,R,W,O,P,B,Y,a
B,Y,O,Y,W,O,P,B,R,a
B,B,P,R,W,O,G,Y,R,a
O,B,R,Y,W,B,P,P,Y,a
P,B,R,P,W,O,Y,B,Y,a
B,P,G,R,W,Y,Y,O,P,a
G,G,P,Y,W,O,R,B,R,a
B,G,Y,R,W,R,P,O,B,a
B,B,R,G,W,O,O,Y,P,a
B,O,P,Y,W,G,O,B,R,a
B,B,O,Y,W,Y,O,P,R,a
B,R,Y,Y,W,P,G,G,R,a
B,Y,G,Y,W,P,R,G,R,a
B,R,P,Y,W,G,O,B,Y,a
B,P,R,Y,W,B,P,Y,O,a
B,G,Y,R,W,O,R,B,P,a
B,G,G,Y,W,R,O,R,B,a
B,O,O,P,W,B,R,Y,Y,a
G,R,P,Y,W,B,Y,G,R,a
B,O,R,Y,W,Y,O,P,B,a
G,B,P,O,W,R,Y,G,R,a
B,G,B,G,W,Y,O,R,R,a
G,G,Y,R,W,Y,R,P,P,a
B,P,R,Y,W,G,G,Y,R,a
B,G,G,Y,W,Y,P,R,R,a
G,B,R,O,W,B,O,G,R,a
B,B,G,R,W,Y,R,O,P,a
B,B,P,Y,W,P,Y,O,R,a
O,B,Y,R,W,G,Y,B,P,a
P,B,Y,O,W,B,P,O,Y,a
O,B,Y,P,W,Y,R,G,P,a
B,O,Y,R,W,B,P,O,G,a
G,B,O,P,W,P,Y,Y,R,a
B,O,R,R,W,B,G,Y,G,a
B,B,O,O,W,R,P,G,Y,a
B,G,P,P,W,Y,O,Y,R,a
B,B,Y,O,W,G,R,R,G,a
B,B,R,R,W,O,G,G,O,a
B,O,P,Y,W,R,Y,B,G,a
G,B,Y,G,W,R,P,Y,R,a
B,R,O,Y,W,G,P,P,Y,a
G,B,R,P,W,Y,O,G,R,a
B,P,G,R,W,O,G,Y,R,a
G,B,Y,P,W,O,P,Y,R,a
B,P,R,Y,W,Y,R,G,G,a
B,B,Y,G,W,Y,P,O,R,a
G,P,R,R,W,Y,P,G,Y,a
O,B,P,O,W,Y,Y,B,R,a
B,G,P,Y,W,R,Y,B,O,a
B,B,Y,G,W,G,O,R,R,a
B,G,P,Y,W,O,P,R,Y,a
B,R,R,Y,W,G,O,P,G,a
B,P,G,R,W,Y,R,Y,G,a
B,R,P,Y,W,G,R,O,Y,a
G,B,Y,G,W,B,R,O,R,a
B,O,O,P,W,Y,B,Y,P,a
B,B,O,Y,W,P,Y,P,R,a
B,O,B,P,W,Y,P,R,Y,a
B,P,B,R,W,Y,O,Y,G,a
B,P,G,Y,W,B,O,R,Y,a
B,P,Y,R,W,G,B,R,O,a
B,P,Y,R,W,Y,R,G,G,a
B,B,R,O,W,R,G,G,Y,a
B,B,O,O,W,G,Y,R,R,a
B,P,Y,R,W,B,O,O,Y,a
B,G,P,R,W,O,Y,Y,R,a
B,B,O,P,W,Y,R,G,Y,a
G,P,R,R,W,B,O,Y,Y,a
B,R,Y,R,W,G,Y,P,P,a
G,B,Y,Y,W,O,P,R,R,a
G,B,R,Y,W,P,Y,O,P,a
B,P,O,R,W,O,B,Y,G,a
G,B,R,O,W,O,G,B,R,a
G,B,R,R,W,O,Y,Y,P,a
B,G,O,Y,W,P,G,R,R,a
B,B,Y,Y,W,O,P,R,P,a
G,B,R,R,W,Y,Y,O,P,a
G,P,O,Y,W,R,R,B,Y,a
B,G,P,R,W,G,Y,R,O,a
B,B,Y,P,W,Y,R,G,O,a
G,R,P,Y,W,G,Y,P,R,a
B,B,G,R,W,O,R,P,Y,a
B,B,R,G,W,R,Y,O,O,a
O,B,Y,G,W,O,P,B,R,a
B,B,G,R,W,O,R,Y,O,a
B,B,P,O,W,Y,P,R,Y,a
B,B,Y,O,W,Y,R,P,O,a
B,O,Y,R,W,G,O,B,P,a
B,R,G,Y,W,B,O,P,R,a
B,O,G,R,W,B,P,O,Y,a
G,B,O,P,W,Y,R,B,R,a
B,P,O,R,W,B,O,Y,Y,a
B,G,P,O,W,R,R,Y,Y,a
G,B,Y,O,W,G,R,R,P,a
B,P,O,Y,W,G,G,R,R,a
B,G,O,P,W,R,Y,Y,P,a
B,B,P,P,W,Y,R,Y,O,a
G,O,Y,Y,W,R,P,B,R,a
B,P,Y,R,W,B,R,O,G,a
B,O,O,R,W,P,Y,Y,B,a
G,G,R,P,W,Y,R,Y,P,a
B,O,R,Y,W,G,R,B,G,a
P,G,Y,O,W,B,P,R,Y,a
G,B,Y,Y,W,R,P,G,R,a
P,B,Y,R,W,G,Y,O,P,a
B,B,R,O,W,Y,R,O,G,a
B,G,R,R,W,Y,O,B,O,a
O,B,Y,O,W,B,R,G,P,a
B,B,O,G,W,R,Y,Y,P,a
B,R,P,Y,W,P,B,Y,O,a
B,R,Y,Y,W,G,P,O,P,a
B,P,B,R,W,R,O,G,Y,a
B,B,O,R,W,O,Y,R,G,a
B,B,O,P,W,P,O,Y,Y,a
B,O,O,P,W,B,P,Y,Y,a
B,B,R,Y,W,O,Y,O,P,a
B,B,P,G,W,O,Y,R,R,a
P,B,Y,G,W,R,Y,O,P,a
B,R,P,Y,W,R,G,G,Y,a
B,B,R,O,W,R,O,Y,G,a
B,B,Y,R,W,O,P,O,G,a
G,B,R,G,W,O,O,B,R,a
B,G,Y,Y,W,R,P,R,P,a
B,G,R,Y,W,Y,O,P,P,a
G,B,P,G,W,Y,Y,R,R,a
B,B,O,G,W,R,P,O,Y,a
G,B,G,R,W,Y,R,P,Y,a
B,O,P,Y,W,G,B,R,O,a
B,Y,O,Y,W,O,R,B,P,a
O,G,R,Y,W,R,P,B,Y,a
B,B,O,P,W,G,R,R,Y,a
G,O,P,Y,W,B,Y,P,R,a
B,B,R,O,W,Y,G,O,P,a
B,B,O,G,W,O,R,R,G,a
B,G,Y,R,W,Y,P,P,R,a
P,B,R,Y,W,G,R,P,Y,a
O,B,Y,R,W,R,Y,G,P,a
O,G,Y,Y,W,B,R,R,P,a
B,B,Y,O,W,G,P,Y,R,a
P,B,P,G,W,Y,Y,R,R,a
B,P,G,Y,W,R,Y,R,P,a
G,B,Y,R,W,G,P,R,Y,a
B,G,O,R,W,R,G,O,B,a
P,B,R,B,W,O,Y,Y,P,a
G,P,R,Y,W,Y,P,G,R,a
B,G,Y,R,W,B,O,P,O,a
B,O,G,R,W,G,R,Y,P,a
G,B,Y,R,W,B,P,O,Y,a
B,B,R,O,W,Y,O,P,G,a
G,B,Y,Y,W,R,R,P,O,a
B,O,Y,R,W,B,O,P,G,a
G,B,Y,R,W,Y,R,P,O,a
B,G,P,G,W,R,Y,R,O,a
B,R,P,Y,W,B,O,G,Y,a
B,P,G,R,W,Y,R,B,O,a
B,B,O,G,W,Y,G,R,R,a
B,B,G,R,W,O,O,P,Y,a
B,G,B,R,W,Y,R,O,O,a
B,B,P,Y,W,R,Y,O,G,a
B,G,O,Y,W,Y,P,P,R,a
B,B,G,Y,W,R,R,O,O,a
G,O,R,Y,W,G,R,B,P,a
G,B,R,O,W,B,R,P,Y,a
B,B,Y,P,W,Y,O,O,R,a
B,B,R,O,W,R,G,G,O,a
B,B,G,O,W,R,G,O,R,a
B,G,R,R,W,Y,P,O,Y,a
P,G,P,G,W,R,Y,Y,R,a
B,B,O,Y,W,O,G,P,R,a
G,B,Y,G,W,R,R,Y,P,a
B,B,G,G,W,R,O,O,R,a
G,B,R,P,W,B,Y,O,R,a
B,G,G,Y,W,O,R,R,P,a
G,B,R,O,W,P,R,Y,G,a
B,G,R,R,W,O,G,B,Y,a
O,P,P,Y,W,G,R,B,Y,a
B,G,P,R,W,Y,R,Y,G,a
B,B,P,P,W,Y,O,O,Y,a
P,B,R,R,W,P,Y,G,Y,a
